question,link
"- Ex: With the help of superposition theorem, computer the value of current I and voltage V0​ in the given circuit. Ex: Apply this theorem to calculate the current through the 4Ω resistor in the circuit.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fex-help-superposition-theorem-computer-value-current-voltage-v-0-given-circuit-ex-apply-th-q107104164
Q.4) If the weight in the beam is not negligible determine the angle α necessary for the beam to be in equilibrium. The uniform beam weighs 4000lb.,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fq4-weight-beam-negligible-determine-angle-alpha-necessary-beam-equilibrium-uniform-beam-we-q107103981
​​​​​​​,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fvacuum-plates-exercise-1612-suppose-capacitor-two-dielectrics-arranged-shown-figure-1630-d-q107104325
" In a clinical lab ,. the molar optical absorption of solution A is quarter the second B. The molar absorbance of B is twice the A. find the ration of concentration A and B if they have the same path length .",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fclinical-lab--molar-optical-absorption-solution-quarter-second-b-molar-absorbance-b-twice--q107104165
"Assuming GaAs at 304 K, answer the following question. You may assume: NC​=4.21×1017 cm−3NV​=9.52×1018 cm−3ni​=2×106 cm−3EG​=1.422eVkB​=8.62×10−5​ How far above (or below) the middle of the gap is the intrinsic Fermi level? Your answer should be in eV, round the answer to two decimal.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-gaas-304-mathrm-~k-answer-following-question-may-assume-begin-array-l-n-c-421-tim-q107104119
"P5) The decay constant of 14C is 1.210×10−4yr−1. If a sample contains 106 atoms of 14C initially, how many will it contain after 1 year? (answer: 999,879 atoms).",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fp5-decay-constant-14-mathrm-c-1210-times-10-4-mathrm-yr-1--sample-contains-106-atoms-14-ma-q107104038
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fmoving-next-question-prevents-changes-answer-question-3-contact-electric-field-depletion-r-q107104352
"The magituse of the magnetic nox through the surface of a cirowar plate is 5.10×10.5 T+m2 when it is placed in a region of undorm magnetic field that is ansented at 43.00 to the vertical. The madius of the plate is 8.50 cm. Determine the strength of the magnetk fied. x How is the mognetic fux reistod to the magnetic feld and the ares of the surface7 What is the angle between the nosmal to the suiface and the magnesic field? mr
(a) What is the characteristic time constant of a 26.1mH inductor that has a resiatance of 4.09Ω ? Review the definition of time constant for an RL circuit. ms (b) If it is connected to a 12.0 V battery, what is the current after 12.5 ms ? A",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fmagituse-magnetic-nox-surface-cirowar-plate-510-times-10-5-mathrm-~t-mathrm-m-2-placed-reg-q107104342
"Two long and parallel wires carry currents of 8 A and 12 A in opposite directions, as shown in the diagram. The distance between the wires is 4 cm. a. How much force per unit length is given by one wire on the other? b. Where does the force on each wire go? c. What is the total force applied to a 12−A wire 30 cm long? d. Calculate the magnetic force generated by the 8-A wire at the position of Wire 12-A. e. Where does the magnetic field generated by 8 A wire go in the 12 A wire position?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ftwo-long-parallel-wires-carry-currents-8-mathrm-~-12-mathrm-~-opposite-directions-shown-di-q107104173
"wn in the fewere beloe, two long parallel wires (1 and 2 ) carry currents of I1​=2.76 A and I2​=5.50A in the direction ind \{a) Detcimine the magntude and drection of the magnetic theid at a point midway between the wires (d = 10,0 om). megntude direction = counterclocknise from the + k-axis (b) Determine the magnitude and direction of the magnetic field at point P, located d=10.0 cm abore wire 1 . magnitude direction counterdockwise from the treavis.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fwn-fewere-beloe-two-long-parallel-wires-left-1-right-2-carry-currents-1-276-2-550-directio-q107104335
"Fadar is used to determine estances to variegs objects by meagung the reund-trip time for an echo from the object. Ca) Hin far awor is the planet Werus if the euha time is 845 s? What is the speed of lipth? kew are speed, time, and dutarce roloted? m (b) What is the echo bine for a car 73.0 m trom a tighway Fatrol rader unt? x What is the speed of light? How are icees, time, and distance related? μ s OSCOLPHYS2016 24.3.WA.623. An tCercuit with a 4.70 pf capacitor escltates in such a manner as to radiate at a wavelesgth of 3.00 m. (a) What is the resanat frequency? Wret is the relabanthip between the frecuency of light and the wavelength of light? it (ta) What indectance is it aeries with the capacrer?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ffadar-used-determine-estances-variegs-objects-meagung-reund-trip-time-echo-object-ca-hin-f-q107104355
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fmoving-next-question-prevents-changes-answer-question-3-1-points-forward-biasing-connectio-q107104351
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fexplain-cpa-chirped-pulse-amplification-method-use-proper-figure-explain-methods-q-switchi-q107104387
"b) (5 p) Further on, based on Eqs. (1) and (2), show that this energy can be written in termy of the change of the difference of potential encrgies, △Q(2) of the given masses, as they move as much ∣z∣, i.e. Δq(2)=(mn​g−m,g)∣z∣.  c) (5 p) Thus show that one can, based on Eqs. (1), (2), and (3), write (m2g−mig)∣z∣=(mj+mi)v(z)2/2.  What is then the acceleration a of the system, just as you would have derived in your Mid Term Exam? [The masses in consideration would move under g, if they were on their own. And then we would write for any of them, as usual, g∣z∣=v2(z)/2, assuming g remains constant throughout. But they move now, with still the constant acceleration, a, as delineated by Eq. (1). Under the circumstances, we would write, instead, a|z|= v2(z)/2. Note thes that, this would straight bring w to Eq.(S).] d) ( 5 p) Discuss that Eq. (5), is nothing clse but, Decreased potential energy-Acquired kineric energy. (6) Essentially show that this is yielded by the energy definitions based on the equality of forces delineated by Eq.(1). c) (5 p) Based on Eq. (5), derive the velocity w(H), at the time the mass m2​ hits the ground f) (10p) Even after the mass m y hits the ground, the mass m, will continue to move upward, but against the acceleration g. now. How much more then, the mass m, would climb? Call this extra displacement h;",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fb-5-p-based-eqs-1-2-show-energy-written-termy-change-difference-potential-encrgies-triangl-q107104397
5. Calculate the peak power of a femtosecond laser pulse with 10 mJ energy 6. What is the laser ablation?,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F5-calculate-peak-power-femtosecond-laser-pulse-10-mathrm-~mj-energy-6-laser-ablation-q107104403
"Question 2 (20 Points) You are stuck, with your car, in the traffic jam. A truck behind, due to lack of attention, bumps your car. You perceive you are thrown forward for about a meter in 1 second. Suppose the collision is elastic. What is then the truck's velocity right before it struck you? Provide the numerical application. Question 3 (20 Points) a) (10p) You are in a small boat on a calm see. The mass of the boat is M=200 kg. Your mass is m−70 kg. You stand up, and make a step forward, with the velocity v of 1 m/s, as seen by an observer at rest on the coast. What would then be the recoil velocity V of the system made of the boat and yourself? Explain. b) (10 p) You jump from the boat with the same velocity in the sea. What will the be the recoil velcocity of the boat?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fquestion-2-20-points-stuck-car-traffic-jam-truck-behind-due-lack-attention-bumps-car-perce-q107104402
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F1-produce-laser-pulses-2-main-parameters-laser-pulse-q107104378
"T.C OKAN ONIVERSITESI MOOHENDISIIK - MIMARLIK FAKÜLTESI 1) Smav saresi toplam iki saatir. Senavda 3 soru sonulmustur, puan degerleri, sorularn yanabaglarmda belirtilmigtir. ii) Sinav surasmda (sodel oltwr, eleltromik olsum), her tillia bilgi alisverigi, kesinlikle yasaktir. iii) Kopya çeken veya bu yoode girisimde bulunan ogrenei, snavdas stifr alir, bu bgrenci bakkinda, aynca, Yoksekogretim Kurumlan Ogreaci Disiplin Yonetmeligi uyannca, sonughurma aç1li. Prof. Dr. Metin Arik, Prof. Dr. Tolga Yarman, Doc. Dr. Avmi All Altutas Son Smav Question 1 (30 Points) 1) (5 p) How much energy ΔE (in joules) a person of 70 kg will have to spend, as he climbs the stair way, to go up 30 m ? (You can take g=10 m/s2.) 2) ( 5p ) How much water could be heated up with this energy, as much as 1 degree Celsius? Recall that, to heat up 1 g of water for 1 degree Celsius, one needs about 4 calories, and 1 Calorie =4 Joules. 3) (10 p) You know from your book and lessons that, wherever there is an energy production, there must be a force at work (i.e. a displacing force). What force is responsible of the production of coal energy? What force is responsible of the production of hydraulic energy? What force is responsible of the production of nuclear energy? Explain carefully.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ftc-okan-oniversitesi-moohendisiik-mimarlik-fak-ltesi-1-smav-saresi-toplam-iki-saatir-senav-q107104407
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F7-list-three-applications-laser-ablation-8-mechanisms-laser-ablation-q107104413
"6) (10 p) The power of Keban Dan (installed at East of Turkcy, Elazzy), is 1300Mw (I MW =106 Watt). This power is capable to light up 13 million bulbs of 100 Wart pos period by such a power plat, supposing that, that much of mass, is mars, converted earircly into energy? Ascume that the dam, works in full capacity, throughout. Take the specd of light er 300000 km second. How much less, the nuclear fuel of a nuclear powet plant of the same capacity, would weigh after one year of operation? Recall that if the latete were a Plusoniun foelod reastor, it can go through a yesir period operation, with juos. 1000 kg of Plutonium. Question 2 (5) Poiati) A rocket accelerates by buming fuel and ejecting hot grseows prodocts with a constant specd a, as reforred to its awa frame of reference. a) (5p) In clats, we hare shawn that the rocket equation, with the usual notstion, can be: written as: durt You are not aske4, to dcrive this cquation, but nither explain it, via particularly, the definition of all of the quartities noed over bere. (1) b)(S ק) Eq (1) conutintes the beais of farre-ihrur. Explain briefly, bow. More precisely, sherw with the fimiliar notation that,  abe(t) =Ru",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F6-10-p-power-keban-dan-installed-east-turkcy-elazzy-1300-mathrm-mw-mw-10-6-watt--power-cap-q107104411
"One proposes to measure the velocity v of a bullet via shutting it into a ballistic pendulum. The bullet's mass m is 20 g. The mass M of the piece of wood it is shut into, is 20 kg. The velocity V of the system composed of Wood + Bullet, swinging backward right after the bullet hits the piece of wood, is V; the system, through the process of swinging, is highered as much as h−5 cm.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fone-proposes-measure-velocity-v-bullet-via-shutting-ballistic-pendulum-bullet-s-mass-m-20--q107104424
"An object travels along a path shaped as an L×h rectangle that is centered to y-axis and the bottom side is on the x-axis, as shown in the figure. The force applied on the object is given as follows: F(x,y)=byi−cxj,  where the height of the triangle is h=4.58 m, the base, L=9.01 m, and the constants are b=12mN​ and c=12mN​. - Part 1: - Part 2: Write the expression of the work done on path AB in terms of b,c,L and h. WAB​= (formula) Calculate the intal work WAB​= (numeric result with units)
WBC​= (formula) Calculate the total work WBC​= (numeric result with units) - Part 4: Write the expression of the work done on path CD in terms of b,c,L and h. WCD​= (formula) Calculate the work WCD​= (numeric result with units) - Part 5: Write the expression of the work done on path DA in terms of b,c,L and h. WDA​= (formula) Calculate the work WDA​= (numeric result with units) - Part 6: Write the expression of the total work done on the complete path AB+BC+CD+DA in terms of b,c,L and h. Wtotal ​= (formula) Calculate the total work using the values given in the question: Wtatal ​= (numeric result with units)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fobject-travels-along-path-shaped-l-times-h-rectangle-centered-y-axis-bottom-side-x-axis-sh-q107104415
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F9-nonlinear-refraction-10-measure-nonlinear-refraction-absorption-q107104431
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F11-explain-z-scan-technique-12-refractive-index-intensity-dependent-q107104456
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F13-dispersion-14-show-dispersion-light-q107104464
"c) ( 5 p) Show that the energy 8 , ejected per second, via cjection of momentum, is P=21​Ru2=M(t)au. d) (10p) How would you reason on the ""cost of force"", based on energy to be spent and momentum to be thrown out, to create it? e) ( 10p ) What is then the energy (in watts) to be thrown out per second (which is the exhanst poner). out of a rocket of M(0)=100 tons, at the time t=0, of lift off, from Earth? You can take a=g, at this stage, and u=1.5 lm/s. Pay attention to use coherent units. You can sce that the result is as important as the power output of a huge power plant, such as Keban Dam. 1) (10.p) Starting with Eq.(1), show that vfinl ​−virial ​=uln(Mfaal ​Mhinial ​​) Here vheab Mrritias and ​vfad ​, Mrinat are the initial and final ""velocities"" and ""masses"" of the rocket, respectively. g) (5. p) Taking vinitial-0 and u =1.5 km/s, what speed will the rocket acquire, right after depleting 90% of its initial mass? Note that ln10−=2.3.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fc-5-p-show-energy-8-ejected-per-second-via-cjection-momentum-mathcal-p-frac-1-2-mathrm-ru--q107104417
"Question 2 (30 Points) One can measure the speed v of a bullet by using a ballstic pendulum. Let the mass of the bullet m=15 g. The mass of the wooden pendulum is M=7 kg. The bullet is shot, and the system made of Wood + Bullet swings with an initial velocity V upward, as much as h=5 cm, a) (15 p) Via using the law of energy conservation and the las of linear momentum consenvation, find the initial velocity of the bullet, in terms of M,m,h and the Earth's acceleration g. b) (15p) Calculate v. Take g=10 m/s2.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fquestion-2-30-points-one-measure-speed-v-bullet-using-ballstic-pendulum-let-mass-bullet-m--q107104430
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F15-photonic-crystal-structure-16-main-properties-1d-pc-structure-q107104482
"The class room door weighs, mm20 kg, its width is L=1 m. It is opened with an angular velocity m=1.5rad/s. Calculate the kinetic energy K of the door. How much it would increase the temperature of 1 g of water? [Note that the moment of inertia I of the door is given by I=ML /3. 1 Calorie =4.18 Joule. Under normal conditions in order to heat up 1 g of water as much as 1 degree, one needs 1 calorie.]",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fclass-room-door-weighs-mathrm-m-m-20-mathrm-~kg-width-mathrm-l-1-mathrm-~m--opened-angular-q107104437
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fforward-biasing-connection-practical-zener-diode-represented-b--resistance-b-close-switch--q107104375
17. What is the physical mechanisms of photonic band gap? 18. Explain the defective PC using a simple figure? What is properties? 19. What we can use from a defective photonic crystal.,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F17-physical-mechanisms-photonic-band-gap-18-explain-defective-mathrm-pc-using-simple-figur-q107104476
a) Which imaging method in optical microscope gives the highest resolution?b) Why is the light focused at the objective back focal plane?,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fimaging-method-optical-microscope-gives-highest-resolution-b-light-focused-objective-back--q107104520
"Which imaging technique can offer 3D imaging among reflective optical microscopy, dark field TEM imaging , and secondary electron imaging?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fimaging-technique-offer-3d-imaging-among-reflective-optical-microscopy-dark-field-tem-imag-q107104601
"(6 points) A small perturbation of the form, H′=λez2 is applied on a hydrogen atom. Find the first order correction to the energy of the ground state.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F6-points-small-perturbation-form-mathcal-h-prime-lambda-e-z-2-applied-hydrogen-atom-find-f-q107104600
a) What is the basic phenomenon based on which light can be focused by lens?b) Plot how interaction volume changes with atomic numberc) Which imaging condition ( or sample orientation) is mainly used for defect analysis?,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fbasic-phenomenon-based-light-focused-lens-b-plot-interaction-volume-changes-atomic-number--q107104581
"A particle is confined in a one-dimensional infinite well of width a. The particle is initially in the nth  eigenstate. A time dependent perturbation of the form, H′(t)=V(x)T(t) where V(x)=λδ(x−2a​) and T(t)=⎩⎨⎧​1−10​0≤t≤ττ<t≤2τ otherwise ​ is applied to the system. λ is a small constant, and τ>0. (a) (2 points) What transitions are possible? (b) (4 points) Find the probability of transition to any eigenstate k as a function of time Pn→k​(t). Suppose t>τ. (c) (1 point) For which value of τ is the probability maximized?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fparticle-confined-one-dimensional-infinite-well-width--particle-initially-n-text-th-eigens-q107104687
A disk of radius 0.26 m is in a uniform electric field E of magnitude 3.3kN/C. The angle between the electric field and the normal vector of the disk is 29∘. What is the electric flux through the disk. Φ= What would be the electric flux through the disk if it was perpendicular to E ? Φ= What would be the electric flux through the disk if it was parallel to E ? Φ=,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fdisk-radius-026-mathrm-~m-uniform-electric-field-e-magnitude-33-mathrm-kn-mathrm-c--angle--q107104519
"b) 0.2 kg of ice at 0∘C is mixed with 0.8 kg of water at 25∘C. At thermal equilibrium after mixing, the temperature is T∘C. The water is then heated by an electric kettle of power 1.2 kW to the boiling point at 100∘C. Assume that there is no heat lost for all processes. Given: Specific latent heat of fusion of ice =335 kJ/kg Specific latent heat of vaporization of water =2260 kJ/kg Specific heat capacity of water =4.18 kJ/(kgK) Determine : i) the temperature T∘C at thermal equilibrium; (6 marks) ii) the energy required to raise the temperature from T∘C to the (3 marks) boiling point at 100∘C; and iii) the mass of water left in the kettle if water continues to boil (4 marks) for 5 minutes.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fb-02-mathrm-~kg-ice-0-circ-mathrm-c-mixed-08-mathrm-~kg-water-25-circ-mathrm-c--thermal-eq-q107104614
so that it reaches the same height as the one thrown vertically? Your response differs from the correct answer by more than 10%. Double check your calculations. m/s,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Freaches-height-one-thrown-vertically-response-differs-correct-answer-10--double-check-calc-q107104783
​​​​​​​,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fe-another-experiment-block-pushed-spring-released-instead-launching-table-collides-sticks--q107104795
"1. For the following two vectors, A:12.0 m, at 30∘ counterclockwise from x-axis 2. An electric vehicle starts from rest and accelerates at a rate of 2.0 m/s2 in a straight 3. An object has a velocity of vo​=(5.4 m/s)^−(4.8 m/s)^​. Over a period of t=1.9 s, its velocity changes to ν=(1.7 m/s)^+(5.9 m/s)j^​. What is its acceleration? \begin{tabular}{|l|l|l} \hline A) −(1.95 m/s2)^+(5.63 m/s2)^​ & B) −(2.85 m/s2)^+(8.23 m/s2)^​ & C) −(2.18 m/s2)^+(6.29 m/s2)^​ \\ \hline D) −(2.47 m/s2)^+(7.13 m/s2)^​ & E) None & \end{tabular} 4. A constant force of F=10.0 N is exerted for 7.0 s on a m=0.5 kg object initially at rest. The change in speed of this object will be: A) 120 m/s B) 100 m/s C) 140 m/s 5. A car weighing 1500 N and traveling at 17 m/s around a circular curve with radius of 100 m. What \begin{tabular}{|l|l|l|l|} \hline A) 300.1 N & B) 442.5 N & C) 344.5 N & D) 391.9 N \\ A man uses a force F of magnitude 80 N and angle θ=70∘ to push a 5.0 kg block \end{tabular} A man uses a force F of magnitude 80 N and angle θ=70∘ to push a 5.0 kg block across the ceiling of his room. If the coefficient of kinetic friction between the block and the ceiling is 0.30, what is the magnitude of the kinetic friction force in N ? 42 kg object is moving at 3 m/s. A force (7 N) is applied in the direction of motion and then removed aft he object has traveled an additional 5.3 m. The work done by this force is:",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F1-following-two-vectors-overrightarrow-boldsymbol-120-mathrm-~m-30-circ-counterclockwise-x-q107104930
"Problem 4 Two blocks of masses m1​ and m2​ are attached to each other via a string that is wrapped around a disk of mass M and radius R. The system is released from rest. Calculate the common speed of m1​ and and m2​ when m2​ descends a distance h. (Hint: When m2​ moves down a distance h,m1​ moves up a distance h.I=(MR2)/(2) for the disk.)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fproblem-4-two-blocks-masses-m-1-m-2-attached-via-string-wrapped-around-disk-mass-m-radius--q107104940
"Determine (a) distance dc​ for which portion DE of the cable is horizontal, (b) the corresponding reactions at A and E.
Problem 7. Determine (a) distance dc​ for which portion DE of the cable is horizontal, (b) the corresponding reactions at A and E.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fdetermine-distance-mathrm-d-mathrm-c-portion-de-cable-horizontal-b-corresponding-reactions-q107104910
"H0​=2mp2​+21​mω2(x2+y2+z2) Suppose that a small perturbation is applied to the system, it is of the form H′=−λx2y2 (a) (1 point) Find the first correction to the energy of the ground state (b) (5 points) Find the first corrections to the degenerate first excited state (c) (1 point) Summarize your results in a graph of the energies as a function of λ",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fmathcal-h-0-frac-mathbf-p-2-2-m-frac-1-2-m-omega-2-left-x-2-y-2-z-2-right-suppose-small-pe-q107104696
"(7 points) A particle of mass m and charge q is inside a one-dimensional harmonic oscillator of frequency ω. The system is intially in the state ∣n⟩. At the time t=0 a small inhomogenous electric field is turned on, E(x)=λx Find which transitions are possible and evaluate the corresponding probabilities using first order timedependent perturbation theory. What can happen when n is one of the first three states.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F7-points-particle-mass-m-charge-q-inside-one-dimensional-harmonic-oscillator-frequency-ome-q107104603
"Transformers are devices used to increase or decrease AC voltages with very little waste of energy. Step-up transformers allow a device such as a television tube, which may need 25,000 V, to get the voltage it needs from a wall outlet that usually supplies only 120 V. Likewise, a step-down transformer can allow a small device, such as a battery charger, to be supplied from the same outlet with as little as 1.5 V. Imagine that you had to construct a transformer capable of running a television set that was going to be plugged into a conventional 120 V outlet that was on a 15 A line. On the primary coil of your transformer are 200 turns. 1. How many turns will you need on your secondary coil if the television needs 25,000 V to function? 2. What is the induced current in the secondary circuit?
3. From the numbers supplied, what is the resistance in the primary circuit? 4. What is the resistance in the secondary circuit?
5. What is the ratio of turns on the primary coil to turns on the secondary coil? 6. What is the ratio of volts across the primary circuit to volts across the secondary circuit? 7. What is the ratio of current in the primary circuit to current in the secondary circuit?
8. What is the ratio of resistance in the primary circuit to resistance in the secondary circuit?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ftransformers-devices-used-increase-decrease-ac-voltages-little-waste-energy-step-transform-q107105019
to reach that height? 11.9779798 र minimize roundoff error. m/s,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Freach-height-119779798-minimize-roundoff-error-mathrm-m-mathrm-s-q107104767
"Data shown below is expected to obey the power law; y=Axn For the data given below, plot a log(y) vs. log(x) graph (either using a computer or by hand), and after doing a linear fit (drawing the best fit line), determine the constant A. Express your answer using zero decimal places.
\begin{tabular}{|l|l|} \hline x & y \\ \hline 2 & 690 \\ \hline 4 & 16484 \\ \hline 6 & 118697 \\ \hline 8 & 474721 \\ \hline 10 & 1496835 \\ \hline 12 & 3661897 \\ \hline \end{tabular}",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fdata-shown-expected-obey-power-law-y-x-n-data-given-plot-log-y-vs-log-x-graph-either-using-q107105090
