question,link
"6) (10 p) The power of Keban Dan (installed at East of Turkcy, Elazzy), is 1300Mw (I MW =106 Watt). This power is capable to light up 13 million bulbs of 100 Wart pos period by such a power plat, supposing that, that much of mass, is mars, converted earircly into energy? Ascume that the dam, works in full capacity, throughout. Take the specd of light er 300000 km second. How much less, the nuclear fuel of a nuclear powet plant of the same capacity, would weigh after one year of operation? Recall that if the latete were a Plusoniun foelod reastor, it can go through a yesir period operation, with juos. 1000 kg of Plutonium. Question 2 (5) Poiati) A rocket accelerates by buming fuel and ejecting hot grseows prodocts with a constant specd a, as reforred to its awa frame of reference. a) (5p) In clats, we hare shawn that the rocket equation, with the usual notstion, can be: written as: durt You are not aske4, to dcrive this cquation, but nither explain it, via particularly, the definition of all of the quartities noed over bere. (1) b)(S ק) Eq (1) conutintes the beais of farre-ihrur. Explain briefly, bow. More precisely, sherw with the fimiliar notation that,  abe(t) =Ru",https://www.chegg.com/homework-help/questions-and-answers/6-10-p-power-keban-dan-installed-east-turkcy-elazzy-1300-mathrm-mw-mw-10-6-watt--power-cap-q107104411
"Question 2 (20 Points) You are stuck, with your car, in the traffic jam. A truck behind, due to lack of attention, bumps your car. You perceive you are thrown forward for about a meter in 1 second. Suppose the collision is elastic. What is then the truck's velocity right before it struck you? Provide the numerical application. Question 3 (20 Points) a) (10p) You are in a small boat on a calm see. The mass of the boat is M=200 kg. Your mass is m−70 kg. You stand up, and make a step forward, with the velocity v of 1 m/s, as seen by an observer at rest on the coast. What would then be the recoil velocity V of the system made of the boat and yourself? Explain. b) (10 p) You jump from the boat with the same velocity in the sea. What will the be the recoil velcocity of the boat?",https://www.chegg.com/homework-help/questions-and-answers/question-2-20-points-stuck-car-traffic-jam-truck-behind-due-lack-attention-bumps-car-perce-q107104402
"c) ( 5 p) Show that the energy 8 , ejected per second, via cjection of momentum, is P=21​Ru2=M(t)au. d) (10p) How would you reason on the ""cost of force"", based on energy to be spent and momentum to be thrown out, to create it? e) ( 10p ) What is then the energy (in watts) to be thrown out per second (which is the exhanst poner). out of a rocket of M(0)=100 tons, at the time t=0, of lift off, from Earth? You can take a=g, at this stage, and u=1.5 lm/s. Pay attention to use coherent units. You can sce that the result is as important as the power output of a huge power plant, such as Keban Dam. 1) (10.p) Starting with Eq.(1), show that vfinl ​−virial ​=uln(Mfaal ​Mhinial ​​) Here vheab Mrritias and ​vfad ​, Mrinat are the initial and final ""velocities"" and ""masses"" of the rocket, respectively. g) (5. p) Taking vinitial-0 and u =1.5 km/s, what speed will the rocket acquire, right after depleting 90% of its initial mass? Note that ln10−=2.3.",https://www.chegg.com/homework-help/questions-and-answers/c-5-p-show-energy-8-ejected-per-second-via-cjection-momentum-mathcal-p-frac-1-2-mathrm-ru--q107104417
"T.C OKAN ONIVERSITESI MOOHENDISIIK - MIMARLIK FAKÜLTESI 1) Smav saresi toplam iki saatir. Senavda 3 soru sonulmustur, puan degerleri, sorularn yanabaglarmda belirtilmigtir. ii) Sinav surasmda (sodel oltwr, eleltromik olsum), her tillia bilgi alisverigi, kesinlikle yasaktir. iii) Kopya çeken veya bu yoode girisimde bulunan ogrenei, snavdas stifr alir, bu bgrenci bakkinda, aynca, Yoksekogretim Kurumlan Ogreaci Disiplin Yonetmeligi uyannca, sonughurma aç1li. Prof. Dr. Metin Arik, Prof. Dr. Tolga Yarman, Doc. Dr. Avmi All Altutas Son Smav Question 1 (30 Points) 1) (5 p) How much energy ΔE (in joules) a person of 70 kg will have to spend, as he climbs the stair way, to go up 30 m ? (You can take g=10 m/s2.) 2) ( 5p ) How much water could be heated up with this energy, as much as 1 degree Celsius? Recall that, to heat up 1 g of water for 1 degree Celsius, one needs about 4 calories, and 1 Calorie =4 Joules. 3) (10 p) You know from your book and lessons that, wherever there is an energy production, there must be a force at work (i.e. a displacing force). What force is responsible of the production of coal energy? What force is responsible of the production of hydraulic energy? What force is responsible of the production of nuclear energy? Explain carefully.",https://www.chegg.com/homework-help/questions-and-answers/tc-okan-oniversitesi-moohendisiik-mimarlik-fak-ltesi-1-smav-saresi-toplam-iki-saatir-senav-q107104407
"Question 2 (30 Points) One can measure the speed v of a bullet by using a ballstic pendulum. Let the mass of the bullet m=15 g. The mass of the wooden pendulum is M=7 kg. The bullet is shot, and the system made of Wood + Bullet swings with an initial velocity V upward, as much as h=5 cm, a) (15 p) Via using the law of energy conservation and the las of linear momentum consenvation, find the initial velocity of the bullet, in terms of M,m,h and the Earth's acceleration g. b) (15p) Calculate v. Take g=10 m/s2.",https://www.chegg.com/homework-help/questions-and-answers/question-2-30-points-one-measure-speed-v-bullet-using-ballstic-pendulum-let-mass-bullet-m--q107104430
"An object travels along a path shaped as an L×h rectangle that is centered to y-axis and the bottom side is on the x-axis, as shown in the figure. The force applied on the object is given as follows: F(x,y)=byi−cxj,  where the height of the triangle is h=4.58 m, the base, L=9.01 m, and the constants are b=12mN​ and c=12mN​. - Part 1: - Part 2: Write the expression of the work done on path AB in terms of b,c,L and h. WAB​= (formula) Calculate the intal work WAB​= (numeric result with units)
WBC​= (formula) Calculate the total work WBC​= (numeric result with units) - Part 4: Write the expression of the work done on path CD in terms of b,c,L and h. WCD​= (formula) Calculate the work WCD​= (numeric result with units) - Part 5: Write the expression of the work done on path DA in terms of b,c,L and h. WDA​= (formula) Calculate the work WDA​= (numeric result with units) - Part 6: Write the expression of the total work done on the complete path AB+BC+CD+DA in terms of b,c,L and h. Wtotal ​= (formula) Calculate the total work using the values given in the question: Wtatal ​= (numeric result with units)",https://www.chegg.com/homework-help/questions-and-answers/object-travels-along-path-shaped-l-times-h-rectangle-centered-y-axis-bottom-side-x-axis-sh-q107104415
"The class room door weighs, mm20 kg, its width is L=1 m. It is opened with an angular velocity m=1.5rad/s. Calculate the kinetic energy K of the door. How much it would increase the temperature of 1 g of water? [Note that the moment of inertia I of the door is given by I=ML /3. 1 Calorie =4.18 Joule. Under normal conditions in order to heat up 1 g of water as much as 1 degree, one needs 1 calorie.]",https://www.chegg.com/homework-help/questions-and-answers/class-room-door-weighs-mathrm-m-m-20-mathrm-~kg-width-mathrm-l-1-mathrm-~m--opened-angular-q107104437
"One proposes to measure the velocity v of a bullet via shutting it into a ballistic pendulum. The bullet's mass m is 20 g. The mass M of the piece of wood it is shut into, is 20 kg. The velocity V of the system composed of Wood + Bullet, swinging backward right after the bullet hits the piece of wood, is V; the system, through the process of swinging, is highered as much as h−5 cm.",https://www.chegg.com/homework-help/questions-and-answers/one-proposes-measure-velocity-v-bullet-via-shutting-ballistic-pendulum-bullet-s-mass-m-20--q107104424
,https://www.chegg.com/homework-help/questions-and-answers/explain-cpa-chirped-pulse-amplification-method-use-proper-figure-explain-methods-q-switchi-q107104387
,https://www.chegg.com/homework-help/questions-and-answers/9-nonlinear-refraction-10-measure-nonlinear-refraction-absorption-q107104431
,https://www.chegg.com/homework-help/questions-and-answers/11-explain-z-scan-technique-12-refractive-index-intensity-dependent-q107104456
,https://www.chegg.com/homework-help/questions-and-answers/13-dispersion-14-show-dispersion-light-q107104464
A disk of radius 0.26 m is in a uniform electric field E of magnitude 3.3kN/C. The angle between the electric field and the normal vector of the disk is 29∘. What is the electric flux through the disk. Φ= What would be the electric flux through the disk if it was perpendicular to E ? Φ= What would be the electric flux through the disk if it was parallel to E ? Φ=,https://www.chegg.com/homework-help/questions-and-answers/disk-radius-026-mathrm-~m-uniform-electric-field-e-magnitude-33-mathrm-kn-mathrm-c--angle--q107104519
a) Which imaging method in optical microscope gives the highest resolution?b) Why is the light focused at the objective back focal plane?,https://www.chegg.com/homework-help/questions-and-answers/imaging-method-optical-microscope-gives-highest-resolution-b-light-focused-objective-back--q107104520
17. What is the physical mechanisms of photonic band gap? 18. Explain the defective PC using a simple figure? What is properties? 19. What we can use from a defective photonic crystal.,https://www.chegg.com/homework-help/questions-and-answers/17-physical-mechanisms-photonic-band-gap-18-explain-defective-mathrm-pc-using-simple-figur-q107104476
a) What is the basic phenomenon based on which light can be focused by lens?b) Plot how interaction volume changes with atomic numberc) Which imaging condition ( or sample orientation) is mainly used for defect analysis?,https://www.chegg.com/homework-help/questions-and-answers/basic-phenomenon-based-light-focused-lens-b-plot-interaction-volume-changes-atomic-number--q107104581
"Which imaging technique can offer 3D imaging among reflective optical microscopy, dark field TEM imaging , and secondary electron imaging?",https://www.chegg.com/homework-help/questions-and-answers/imaging-technique-offer-3d-imaging-among-reflective-optical-microscopy-dark-field-tem-imag-q107104601
"(7 points) A particle of mass m and charge q is inside a one-dimensional harmonic oscillator of frequency ω. The system is intially in the state ∣n⟩. At the time t=0 a small inhomogenous electric field is turned on, E(x)=λx Find which transitions are possible and evaluate the corresponding probabilities using first order timedependent perturbation theory. What can happen when n is one of the first three states.",https://www.chegg.com/homework-help/questions-and-answers/7-points-particle-mass-m-charge-q-inside-one-dimensional-harmonic-oscillator-frequency-ome-q107104603
,https://www.chegg.com/homework-help/questions-and-answers/7-list-three-applications-laser-ablation-8-mechanisms-laser-ablation-q107104413
,https://www.chegg.com/homework-help/questions-and-answers/15-photonic-crystal-structure-16-main-properties-1d-pc-structure-q107104482
"(6 points) A small perturbation of the form, H′=λez2 is applied on a hydrogen atom. Find the first order correction to the energy of the ground state.",https://www.chegg.com/homework-help/questions-and-answers/6-points-small-perturbation-form-mathcal-h-prime-lambda-e-z-2-applied-hydrogen-atom-find-f-q107104600
"H0​=2mp2​+21​mω2(x2+y2+z2) Suppose that a small perturbation is applied to the system, it is of the form H′=−λx2y2 (a) (1 point) Find the first correction to the energy of the ground state (b) (5 points) Find the first corrections to the degenerate first excited state (c) (1 point) Summarize your results in a graph of the energies as a function of λ",https://www.chegg.com/homework-help/questions-and-answers/mathcal-h-0-frac-mathbf-p-2-2-m-frac-1-2-m-omega-2-left-x-2-y-2-z-2-right-suppose-small-pe-q107104696
so that it reaches the same height as the one thrown vertically? Your response differs from the correct answer by more than 10%. Double check your calculations. m/s,https://www.chegg.com/homework-help/questions-and-answers/reaches-height-one-thrown-vertically-response-differs-correct-answer-10--double-check-calc-q107104783
"b) 0.2 kg of ice at 0∘C is mixed with 0.8 kg of water at 25∘C. At thermal equilibrium after mixing, the temperature is T∘C. The water is then heated by an electric kettle of power 1.2 kW to the boiling point at 100∘C. Assume that there is no heat lost for all processes. Given: Specific latent heat of fusion of ice =335 kJ/kg Specific latent heat of vaporization of water =2260 kJ/kg Specific heat capacity of water =4.18 kJ/(kgK) Determine : i) the temperature T∘C at thermal equilibrium; (6 marks) ii) the energy required to raise the temperature from T∘C to the (3 marks) boiling point at 100∘C; and iii) the mass of water left in the kettle if water continues to boil (4 marks) for 5 minutes.",https://www.chegg.com/homework-help/questions-and-answers/b-02-mathrm-~kg-ice-0-circ-mathrm-c-mixed-08-mathrm-~kg-water-25-circ-mathrm-c--thermal-eq-q107104614
"Determine (a) distance dc​ for which portion DE of the cable is horizontal, (b) the corresponding reactions at A and E.
Problem 7. Determine (a) distance dc​ for which portion DE of the cable is horizontal, (b) the corresponding reactions at A and E.",https://www.chegg.com/homework-help/questions-and-answers/determine-distance-mathrm-d-mathrm-c-portion-de-cable-horizontal-b-corresponding-reactions-q107104910
"1. For the following two vectors, A:12.0 m, at 30∘ counterclockwise from x-axis 2. An electric vehicle starts from rest and accelerates at a rate of 2.0 m/s2 in a straight 3. An object has a velocity of vo​=(5.4 m/s)^−(4.8 m/s)^​. Over a period of t=1.9 s, its velocity changes to ν=(1.7 m/s)^+(5.9 m/s)j^​. What is its acceleration? \begin{tabular}{|l|l|l} \hline A) −(1.95 m/s2)^+(5.63 m/s2)^​ & B) −(2.85 m/s2)^+(8.23 m/s2)^​ & C) −(2.18 m/s2)^+(6.29 m/s2)^​ \\ \hline D) −(2.47 m/s2)^+(7.13 m/s2)^​ & E) None & \end{tabular} 4. A constant force of F=10.0 N is exerted for 7.0 s on a m=0.5 kg object initially at rest. The change in speed of this object will be: A) 120 m/s B) 100 m/s C) 140 m/s 5. A car weighing 1500 N and traveling at 17 m/s around a circular curve with radius of 100 m. What \begin{tabular}{|l|l|l|l|} \hline A) 300.1 N & B) 442.5 N & C) 344.5 N & D) 391.9 N \\ A man uses a force F of magnitude 80 N and angle θ=70∘ to push a 5.0 kg block \end{tabular} A man uses a force F of magnitude 80 N and angle θ=70∘ to push a 5.0 kg block across the ceiling of his room. If the coefficient of kinetic friction between the block and the ceiling is 0.30, what is the magnitude of the kinetic friction force in N ? 42 kg object is moving at 3 m/s. A force (7 N) is applied in the direction of motion and then removed aft he object has traveled an additional 5.3 m. The work done by this force is:",https://www.chegg.com/homework-help/questions-and-answers/1-following-two-vectors-overrightarrow-boldsymbol-120-mathrm-~m-30-circ-counterclockwise-x-q107104930
"Problem 4 Two blocks of masses m1​ and m2​ are attached to each other via a string that is wrapped around a disk of mass M and radius R. The system is released from rest. Calculate the common speed of m1​ and and m2​ when m2​ descends a distance h. (Hint: When m2​ moves down a distance h,m1​ moves up a distance h.I=(MR2)/(2) for the disk.)",https://www.chegg.com/homework-help/questions-and-answers/problem-4-two-blocks-masses-m-1-m-2-attached-via-string-wrapped-around-disk-mass-m-radius--q107104940
"Q.3) For the axes shown, determine Ix​ and Iy​ of the triangular shaded area.",https://www.chegg.com/homework-help/questions-and-answers/q3-axes-shown-determine-mathrm-mathrm-x-mathrm-y-triangular-shaded-area-q107104941
​​​​​​​,https://www.chegg.com/homework-help/questions-and-answers/e-another-experiment-block-pushed-spring-released-instead-launching-table-collides-sticks--q107104795
"Transformers are devices used to increase or decrease AC voltages with very little waste of energy. Step-up transformers allow a device such as a television tube, which may need 25,000 V, to get the voltage it needs from a wall outlet that usually supplies only 120 V. Likewise, a step-down transformer can allow a small device, such as a battery charger, to be supplied from the same outlet with as little as 1.5 V. Imagine that you had to construct a transformer capable of running a television set that was going to be plugged into a conventional 120 V outlet that was on a 15 A line. On the primary coil of your transformer are 200 turns. 1. How many turns will you need on your secondary coil if the television needs 25,000 V to function? 2. What is the induced current in the secondary circuit?
3. From the numbers supplied, what is the resistance in the primary circuit? 4. What is the resistance in the secondary circuit?
5. What is the ratio of turns on the primary coil to turns on the secondary coil? 6. What is the ratio of volts across the primary circuit to volts across the secondary circuit? 7. What is the ratio of current in the primary circuit to current in the secondary circuit?
8. What is the ratio of resistance in the primary circuit to resistance in the secondary circuit?",https://www.chegg.com/homework-help/questions-and-answers/transformers-devices-used-increase-decrease-ac-voltages-little-waste-energy-step-transform-q107105019
A ball is thrown downward with initial velocity of 12 m/s. What will be its position after 2 seconds? - 34 m 4.4 m −44 m 44 m,https://www.chegg.com/homework-help/questions-and-answers/ball-thrown-downward-initial-velocity-12-mathrm-~m-mathrm-s--position-2-seconds-34-mathrm--q107105101
to reach that height? 11.9779798 र minimize roundoff error. m/s,https://www.chegg.com/homework-help/questions-and-answers/reach-height-119779798-minimize-roundoff-error-mathrm-m-mathrm-s-q107104767
"4- Find the required time for a car to move 98 m if it starts from rest and acceleration at 40 m/s2 ? 5. A rock of mass 5 kg falls with an acceleration of 9.8 m/sz. What is the magnitude of the force acting n the rock? 6- A car with mass 2000 kg moves with velocity 20 m/s on a friction surface. If the car takes 100 m to stop, determine the friction force.",https://www.chegg.com/homework-help/questions-and-answers/4-find-required-time-car-move-98-mathrm-~m-starts-rest-acceleration-40-mathrm-~m-mathrm-s--q107105096
"A particle is confined in a one-dimensional infinite well of width a. The particle is initially in the nth  eigenstate. A time dependent perturbation of the form, H′(t)=V(x)T(t) where V(x)=λδ(x−2a​) and T(t)=⎩⎨⎧​1−10​0≤t≤ττ<t≤2τ otherwise ​ is applied to the system. λ is a small constant, and τ>0. (a) (2 points) What transitions are possible? (b) (4 points) Find the probability of transition to any eigenstate k as a function of time Pn→k​(t). Suppose t>τ. (c) (1 point) For which value of τ is the probability maximized?",https://www.chegg.com/homework-help/questions-and-answers/particle-confined-one-dimensional-infinite-well-width--particle-initially-n-text-th-eigens-q107104687
A rock has been thrown straight down with 10.0 m/s. What its velocity when it is 4.20 m below? 4.20 m/s −10.0 m/s 13.5 m/s −13.5 m/s,https://www.chegg.com/homework-help/questions-and-answers/rock-thrown-straight-100-mathrm-~m-mathrm-s--velocity-420-mathrm-~m-420-mathrm-~m-mathrm-s-q107105107
"Data shown below is expected to obey the power law; y=Axn For the data given below, plot a log(y) vs. log(x) graph (either using a computer or by hand), and after doing a linear fit (drawing the best fit line), determine the constant A. Express your answer using zero decimal places.
\begin{tabular}{|l|l|} \hline x & y \\ \hline 2 & 690 \\ \hline 4 & 16484 \\ \hline 6 & 118697 \\ \hline 8 & 474721 \\ \hline 10 & 1496835 \\ \hline 12 & 3661897 \\ \hline \end{tabular}",https://www.chegg.com/homework-help/questions-and-answers/data-shown-expected-obey-power-law-y-x-n-data-given-plot-log-y-vs-log-x-graph-either-using-q107105090
"In many branches of science and engineering a common equation, relating two physical quantities, we might encounter is of the form: y=Axn where A is a constant. If one would like to confirm a power law and figure out what A and n are, one way to do that is to plot a log-log graph of y and x. If one takes the logarithm of both sides, one obtains: log(y)=log(Axn) and since we know that log(ab)=log(a)+log(b) and log(cd)=dlog(c)​ we get: log(y)=log(A)+nlog(x)
log(y)=log(A)+nlog(x) And if we plot log(y) vs. log(x) the data should lie on a straight line. If we do the best fit line, the slope of the line should gives n, and the log(y) intercept should be log(A). The following questions in this assignment will be based on the information given above. For the graph below, determine the constant A. Please note that, in this problem, log(A) is either an integer or half of an integer. Express your answer using zero decimal places.
",https://www.chegg.com/homework-help/questions-and-answers/many-branches-science-engineering-common-equation-relating-two-physical-quantities-might-e-q107105116
"And if we plot log(y) vs. log(x) the data should lie on a straight line. If we do the best fit line, the slope of the line should gives n, and the log(y) intercept should be log(A). The following questions in this assignment will be based on the information given above. For a given data set, the slope of the best fit line to the log-log graph is given to be 2.42. What is the power x ? Express your answer using two decimal places.",https://www.chegg.com/homework-help/questions-and-answers/plot-log-y-vs-log-mathrm-x-data-lie-straight-line-best-fit-line-slope-line-gives-n-log-y-i-q107105122
"In many branches of science and engineering a common equation, relating two physical quantities, we might encounter is of the form: y=Axn where A is a constant. If one would like to confirm a power law and figure out what A and n are, one way to do that is to plot a log-log graph of y and x. If one takes the logarithm of both sides, one obtains: log(y)=log(Axn) and since we know that log(ab)=log(a)+log(b) and log(cd)=dlog(c)​ we get: log(y)=log(A)+nlog(x)
And if we plot log(y) vs. log(x) the data should lie on a straight line. If we do the best fit line, the slope of the line should gives n, and the log(y) intercept should be log(A). The following questions in this assignment will be based on the information given above. For the graph below, determine the power of x(n=?). Express your answer using two decimal places.
",https://www.chegg.com/homework-help/questions-and-answers/many-branches-science-engineering-common-equation-relating-two-physical-quantities-might-e-q107105108
"In many branches of science and engineering a common equation, relating two physical quantities, we might encounter is of the form: y=Axn where A is a constant. If one would like to confirm a power law and figure out what A and n are, one way to do that is to plot a log-log graph of y and x. If one takes the logarithm of both sides, one obtains: log(y)=log(Axn) and since we know that log(ab)=log(a)+log(b) and log(cd)=dlog(c)
log(cd)=dlog(c) we get: log(y)=log(A)+nlog(x) And if we plot log(y) vs. log(x) the data should lie on a straight line. If we do the best fit line, the slope of the line should gives n, and the log(y) intercept should be log(A). The following questions in this assignment will be based on the information given above. For a given data set, the best fit line to the log-log graph lies on a line and the y-intercept of the line is found to be 1.16. Determine the value of A. Express your answer using one decimal place.",https://www.chegg.com/homework-help/questions-and-answers/many-branches-science-engineering-common-equation-relating-two-physical-quantities-might-e-q107105124
A ball is dropped from 320 m high. What is its velocity when it hits the ground? Neglect air resistance. −79 m/I −56 m/s 79 m/s 56 m/s,https://www.chegg.com/homework-help/questions-and-answers/ball-dropped-320-mathrm-~m-high-velocity-hits-ground-neglect-air-resistance-79-mathrm-~m-m-q107105125
"a) A cubical block of wood of side 0.5 m floats in sea water. The volume of the block is 0.125 m3(0.5 m×0.5 m×0.5 m). Given that the densities of wood and sea water are 800 and 1030 kg/m3 respectively, calculate : (i) the weight of the block (Given: g is 9.81 m/s2 ); (ii) the weight of water displaced by the block; (iii) the base area of the wooden block; and (3 marks) (iv) the depth of the block immersed in water. (2 marks) (2 marks) (4 marks) (b) (i) Calculate the pressure at a point on a submarine, at a depth of 10 km below the surface of the sea. It is given that the density of sea water is 1030 kg/m3 and the gravitational acceleration is 9.81 m/s2. (3 marks) (ii) A submarine may be assumed to be in the form of a circular cylinder, as shown in Figure Q1b below, of 5 m radius (r) and of 80 m length (h). If the submarine floats just below the surface of the sea water, what is the value of its buoyance? Given : π is 3.14. (iii) Refer to the same submarine mentioned in (b)(ii), it falls to 10 km deep from the surface of the sea water. What is the total surface area of the submarine including the surface of circular cylinder and two circle flat ends? What will be the compressive force acting on it? Given: π is 3.14, density of sea water is 1030 kg/m3 and the gravitational acceleration is 9.81 m/s2.",https://www.chegg.com/homework-help/questions-and-answers/cubical-block-wood-side-05-mathrm-~m-floats-sea-water-volume-block-0125-mathrm-m-3-05-math-q107105163
"2.(a) (i) Define the term ""stress"" and state the equation of stress. (3 marks) (ii) Define the term ""strain"" and state the equation of strain. (3 marks) (iii) Define the term ""Modulus of Elasticity"" (E) and state the equation of Modulus of Elasticity. (3 marks) 2.(b) A 2.5 m long mild steel rod having a cross-sectional area of 50 mm2 is subjected to a tensile force of 1.5kN. Given that E=2×105 N/mm2. (i) Determine the stress of the rod. (3 marks) (ii) Determine the strain of the rod. ( 3 marks) (iii) Determine the elongation of the rod. (3 marks) 2.(c) A weight of 50 N is hung by two wires of length as shown in Figure Q2c. One wire is made of steel and the other is made of copper. If the cross-sectional areas of both wires are 200 mm2, find the total elongation of the system. Given that Esteel ​=207 N/mm2 and Ecopper ​=124.2 N/mm2. (7 marks) Figure Q2c",https://www.chegg.com/homework-help/questions-and-answers/2-define-term-stress-state-equation-stress-3-marks-ii-define-term-strain-state-equation-st-q107105167
"A block of given mass m is positioned on a fixed ramp with a given angle θ relative to the horizontal as shown above. For this problem, assume that there is friction between the block and the surface of the ramp. Assume that the coefficient of static friction μs​ and the coefficient of kinetic (sliding) friction μk​ are both given parameters. Part (a) - (15 points): First assume that the block is released on the ramp and that it subsequently remains at rest. Calculate the magnitude of each and every force on the block. Show your work. Give your answer in terms of the given parameters. Part (b) - (10 points): Now change the problem as follows: Assume that the block is released on the ramp and that it immediately begins to accelerate down the ramp. Calculate the magnitude of each and every force on the block. Also calculate the magnitude of the acceleration of the block. Show your work. Give your answer in terms of the given parameters.",https://www.chegg.com/homework-help/questions-and-answers/block-given-mass-m-positioned-fixed-ramp-given-angle-theta-relative-horizontal-shown--prob-q107105164
"3. (a) A motor supplies a constant force of 500 N which is used to move a load at a distance of 15 m. The force is then changed to a constant of 1kN and the load is moved 5 m further. (i) Draw the force/distance graph for the operation. (ii) From the graph, find the work done by the motor. (2 marks) (iii) Find the work done by the motor from 5 m to 15 m. (3 marks) (2 marks) (b) A 1000 kg roller-coaster is released from rest at Point A of the track as shown below. Assume there is no friction or air resistance and line CD is a straight line. Given : g=9.81 m/s2. (i) Find its initial potential energy at Point A  (ii) Find the maximum speed of the roller-coaster on the track.  (2 marks) ​(2 marks)  (iii) How fast is the roller-coaster moving at Point B? (2 marks) (iv) How fast will it be moving at Point C? (2 marks) (v) Determine the braking force required to bring the roller-coaster to stop at Point D if the brakes are applied starting from Point C. (6 marks) (vi) Refer to the same situation mentioned in (b)(v), how long does it take to stop at Point D and how much power is generated due to braking force? (4 marks)",https://www.chegg.com/homework-help/questions-and-answers/3-motor-supplies-constant-force-500-mathrm-~n-used-move-load-distance-15-mathrm-m--force-c-q107105174
If an object is dropped from the top of a building and it reaches the ground at t=4.00 s. What is the height of the building? Neglect air resistance. 19.6 m 39.2 m 157 m 78.4 m,https://www.chegg.com/homework-help/questions-and-answers/object-dropped-top-building-reaches-ground-t-400-mathrm-~s--height-building-neglect-air-re-q107105121
"4- Find the required time for a car to move 98 m if it starts from rest and acceleration at 40 m/s2 ? 5. A rock of mass 5 kg falls with an acceleration of 9.8 m/sz. What is the magnitude of the force acting n the rock? 6- A car with mass 2000 kg moves with velocity 20 m/s on a friction surface. If the car takes 100 m to stop, determine the friction force.",https://www.chegg.com/homework-help/questions-and-answers/3-jet-lands-aircraft-carrier-63-m-s-acceleration-stops-2-s-4-find-required-time-car-move-9-q107105181
"4.(a) In Figure Q4a, the joint is in an equilibrium status. Given that FG​=800 N,θ=30∘ Figure Q4a (i) Find the two vectors forming the inclined resultant force (T1​) in terms of T1​ and θ. (2 marks) (ii) Find T1​ and T2​. (8 marks) (b) May and Chris are playing on a seesaw. Given that May is 40 kg and Chris is 80 kg. Now the seesaw is in a level (balance) status. (i) Find the reaction force at the support. (ii) Find the distance of Chris from the support, assume May is sitting at 2 m from the support. (iii) When May and Chris are sitting at 4 m on each side from the support, Jasper wants to join. Find the position of Jasper needed to be arranged to balance the seesaw, assuming Jasper is 20 kg. (5 marks)",https://www.chegg.com/homework-help/questions-and-answers/4-figure-q4a-joint-equilibrium-status-given-mathrm-f-mathrm-g-800-mathrm-~n-theta-30-circ--q107105180
"(a) A concrete block of mass 2 kg is placed on a rough road surface and is pulled by a string as shown in Figure Q2a. (i) The block starts to move at constant speed when F is increased to 2 N. What is the friction between the block and the surface? (3 marks) (ii) Find the acceleration of the block when F is increased to 4 N. (5 marks) (iii) The string is broken when the block is moving. Find the subsequent acceleration of the block. (5 marks) (b) A 10 kg mass is suspended by two steel tendons as shown in Figure Q2b. Find the tensions, T1​ and T2​ in the steel tendons.",https://www.chegg.com/homework-help/questions-and-answers/concrete-block-mass-2-mathrm-~kg-placed-rough-road-surface-pulled-string-shown-figure-math-q107105192
What is the aperture diameter of a 18-mm-focal-length lens set to F5.0 ?,https://www.chegg.com/homework-help/questions-and-answers/aperture-diameter-18-mm-focal-length-lens-set-f50-q107105136
"(a) A car in a highway is accelerated uniformly from rest with an acceleration of 4 m/s2 for 4 seconds. Then it maintains its velocity for 6 seconds. Finally it is brought to rest at a road junction with uniform deceleration in another 3 seconds. (i) What is the velocity of the car just after the first 4 seconds? (5 marks) (ii) What is the deceleration during the last 3 seconds? (5 marks) (iii) By sketching a velocity-time graph, find the total distance travelled by the car. (5 marks) (b) A stone is projected upwards with an initial speed of 10 m/s from the roof of a building. It takes 6 seconds to reach the ground. (i) What is the height of the building? (5 marks) (ii) What is the speed of the stone on striking the ground? (neglect air resistance) (5 marks)",https://www.chegg.com/homework-help/questions-and-answers/car-highway-accelerated-uniformly-rest-acceleration-4-mathrm-~m-mathrm-s-2-4-seconds-maint-q107105186
"22. (a) A metal with a cubical shape, 5.0 m×5.0 m×5.0 m in size, is found to have a density of 950 kg/m3. It is lowered into two layers of fluids with different densities as shown in the below Figure 2(a). Given that the densities of oil and water are 800 and 1000 kg/m3 respectively. It is found that the metal cube is just immersed under the oil surface. Find the thickness of the oil layer. (9 marks) (b) A conical solid of diameter 1.5 m and height 2 m was immersed into the river in an inverted position as shown in Figure 2(b). The density of the water in the river was 1000 kg/m3. If the base of cone was exposed 500 mm in height over the water surface, find the density of the cone. (10 marks) Figure 2 (b) (c) A rectangular gate 20 m wide is designed to separate water and another fluid as shown in Figure 2(c). Given that the density of water and the fluid is 1000 kg/m3 and 800 kg/m3 respectively. The heights of water and the fluid retained by the gate is 10 m and 15 m respectively, calculate the resultant force acting on the gate. (6 marks)",https://www.chegg.com/homework-help/questions-and-answers/22-metal-cubical-shape-50-mathrm-~m-times-50-mathrm-~m-times-50-mathrm-~m-size-found-densi-q107105220
A car accelerates from 4.0 m/s to 18 m/s at a constarit rate of 3.0 m/R2. How far does it travel while accelerating? 153 m 87 m 51 m 31 m,https://www.chegg.com/homework-help/questions-and-answers/car-accelerates-40-mathrm-~m-mathrm-s-18-mathrm-~m-mathrm-s-constarit-rate-30-mathrm-~m-ma-q107105225
